,file_path,length,label
0,TRAIN/DR4/MTQC0/SI1441.WAV.wav,124621,
1,TRAIN/DR6/FHXS0/SI2302.WAV.wav,116327,
2,TRAIN/DR5/MPMB0/SI1501.WAV.wav,110900,
3,TRAIN/DR5/MSEM1/SI810.WAV.wav,109876,
4,TRAIN/DR5/MMVP0/SI654.WAV.wav,107418,
5,TRAIN/DR4/MLJH0/SI1422.WAV.wav,106394,
6,TRAIN/DR7/FJRP1/SI1432.WAV.wav,105677,
7,TRAIN/DR5/FDMY0/SI714.WAV.wav,105370,
8,TRAIN/DR1/FKFB0/SX438.WAV.wav,102093,
9,TRAIN/DR5/FDMY0/SI567.WAV.wav,101479,
10,TRAIN/DR2/MJDE0/SI1120.WAV.wav,100045,
11,TRAIN/DR4/FBAS0/SI2066.WAV.wav,98612,
12,TRAIN/DR5/MEGJ0/SI1337.WAV.wav,98304,
13,TRAIN/DR5/MPMB0/SI871.WAV.wav,97895,
14,TRAIN/DR5/FPMY0/SI523.WAV.wav,97383,
15,TRAIN/DR3/MAKB0/SI1016.WAV.wav,96871,
16,TRAIN/DR4/MPRK0/SI1097.WAV.wav,96359,
17,TRAIN/DR2/MDLB0/SI1306.WAV.wav,95847,
18,TRAIN/DR5/FLJA0/SI1078.WAV.wav,95540,
19,TRAIN/DR5/MPMB0/SX421.WAV.wav,95232,
20,TRAIN/DR4/MJJJ0/SI1163.WAV.wav,94208,
21,TRAIN/DR5/MMWB0/SI2249.WAV.wav,94208,
22,TRAIN/DR5/MJWG0/SI895.WAV.wav,93799,
23,TRAIN/DR5/MRML0/SI1421.WAV.wav,93799,
24,TRAIN/DR4/MJDC0/SI531.WAV.wav,93696,
25,TRAIN/DR1/MTJS0/SI1822.WAV.wav,92980,
26,TRAIN/DR4/MSFH0/SI1738.WAV.wav,92672,
27,TRAIN/DR6/MSDS0/SI1077.WAV.wav,91853,
28,TRAIN/DR7/MCLK0/SI650.WAV.wav,91546,
29,TRAIN/DR4/FPAF0/SI1054.WAV.wav,90829,
30,TRAIN/DR5/MPMB0/SI2131.WAV.wav,90727,
31,TRAIN/DR6/MCAE0/SI1447.WAV.wav,90727,
32,TRAIN/DR5/FCDR1/SI1186.WAV.wav,90215,
33,TRAIN/DR1/MKLS0/SI1437.WAV.wav,90010,
34,TRAIN/DR4/MJLS0/SI1726.WAV.wav,90010,
35,TRAIN/DR6/MDRD0/SI752.WAV.wav,89293,
36,TRAIN/DR1/FECD0/SI1418.WAV.wav,89191,
37,TRAIN/DR3/MRTJ0/SI772.WAV.wav,88679,
38,TRAIN/DR1/MRSO0/SI1206.WAV.wav,88576,
39,TRAIN/DR6/FAPB0/SI2323.WAV.wav,88372,
40,TRAIN/DR3/MPRD0/SI801.WAV.wav,88269,
41,TRAIN/DR7/FSPM0/SI1241.WAV.wav,88064,
42,TRAIN/DR7/FJRP1/SX352.WAV.wav,87962,
43,TRAIN/DR1/MGRL0/SX327.WAV.wav,87757,
44,TRAIN/DR5/MSEM1/SI2070.WAV.wav,87450,
45,TRAIN/DR6/MCAE0/SI2077.WAV.wav,86938,
46,TRAIN/DR5/MJDM0/SI1340.WAV.wav,86733,
47,TRAIN/DR4/MLJC0/SI1225.WAV.wav,86733,
48,TRAIN/DR2/FSCN0/SI705.WAV.wav,86631,
49,TRAIN/DR4/MMDM0/SI1311.WAV.wav,86631,
50,TRAIN/DR8/MTCS0/SI712.WAV.wav,86324,
51,TRAIN/DR7/MTAB0/SI1572.WAV.wav,86221,
52,TRAIN/DR3/MMAR0/SX166.WAV.wav,86119,
53,TRAIN/DR5/MSAS0/SI1376.WAV.wav,85709,
54,TRAIN/DR4/FLKM0/SI620.WAV.wav,85607,
55,TRAIN/DR3/MAKB0/SA2.WAV.wav,85607,
56,TRAIN/DR5/FMPG0/SI972.WAV.wav,85504,
57,TRAIN/DR7/MNTW0/SI1068.WAV.wav,85300,
58,TRAIN/DR5/FSJG0/SI940.WAV.wav,85095,
59,TRAIN/DR7/MTMN0/SI582.WAV.wav,84890,
60,TRAIN/DR6/FSGF0/SI927.WAV.wav,84788,
61,TRAIN/DR3/MREH1/SI969.WAV.wav,84685,
