,file_path,length,label
0,16k/spkr56_46.wav,161109,
1,16k/spkr52_34.wav,152917,
2,16k/spkr43_71.wav,151580,
3,16k/spkr14_22.wav,140629,
4,16k/spkr14_36.wav,125611,
5,16k/spkr71_19.wav,117400,
6,16k/spkr56_21.wav,116053,
7,16k/spkr43_19.wav,114428,
8,16k/spkr43_46.wav,111456,
9,16k/spkr43_18.wav,111456,
10,16k/spkr43_34.wav,111456,
11,16k/spkr55_59.wav,108484,
12,16k/spkr43_58.wav,108484,
13,16k/spkr43_44.wav,102539,
14,16k/spkr43_33.wav,102539,
15,16k/spkr43_59.wav,101053,
16,16k/spkr41_33.wav,101053,
17,16k/spkr17_2.wav,101035,
18,16k/spkr52_23.wav,99669,
19,16k/spkr17_46.wav,99669,
20,16k/spkr18_19.wav,99669,
21,16k/spkr43_35.wav,99567,
22,16k/spkr43_26.wav,99567,
23,16k/spkr14_58.wav,98304,
24,16k/spkr43_31.wav,98081,
25,16k/spkr14_52.wav,96939,
26,16k/spkr43_10.wav,96595,
27,16k/spkr14_50.wav,95573,
28,16k/spkr17_64.wav,95573,
29,16k/spkr56_55.wav,95573,
30,16k/spkr14_35.wav,95573,
31,16k/spkr43_21.wav,95109,
32,16k/spkr43_20.wav,95109,
33,16k/spkr43_14.wav,95109,
34,16k/spkr18_50.wav,94208,
35,16k/spkr43_22.wav,93623,
36,16k/spkr43_64.wav,93623,
37,16k/spkr42_30.wav,93623,
38,16k/spkr52_58.wav,92843,
39,16k/spkr14_21.wav,92843,
40,16k/spkr14_19.wav,92843,
41,16k/spkr43_24.wav,92137,
42,16k/spkr71_18.wav,92137,
43,16k/spkr14_11.wav,91477,
44,16k/spkr55_33.wav,90651,
45,16k/spkr41_21.wav,90651,
46,16k/spkr14_4.wav,90112,
47,16k/spkr18_10.wav,90112,
48,16k/spkr43_7.wav,89165,
49,16k/spkr43_15.wav,89165,
50,16k/spkr14_45.wav,88747,
51,16k/spkr56_18.wav,88747,
52,16k/spkr52_5.wav,88747,
53,16k/spkr43_57.wav,87679,
54,16k/spkr43_36.wav,87679,
55,16k/spkr71_21.wav,87679,
56,16k/spkr56_20.wav,87381,
57,16k/spkr70_21.wav,87381,
58,16k/spkr14_2.wav,87381,
59,16k/spkr43_68.wav,86193,
60,16k/spkr71_71.wav,86193,
61,16k/spkr109_19.wav,86193,
62,16k/spkr43_74.wav,86125,
63,16k/spkr18_33.wav,86016,
64,16k/spkr14_53.wav,86016,
65,16k/spkr71_65.wav,84707,
66,16k/spkr43_53.wav,84707,
67,16k/spkr43_61.wav,84707,
68,16k/spkr41_60.wav,84707,
69,16k/spkr55_18.wav,84707,
70,16k/spkr70_60.wav,84651,
71,16k/spkr18_21.wav,84651,
72,16k/spkr70_34.wav,84651,
73,16k/spkr14_18.wav,83285,
74,16k/spkr114_50.wav,83285,
75,16k/spkr14_46.wav,83285,
76,16k/spkr70_50.wav,83285,
77,16k/spkr110_10.wav,83285,
78,16k/spkr71_34.wav,83220,
79,16k/spkr43_23.wav,83220,
80,16k/spkr43_30.wav,83220,
81,16k/spkr42_34.wav,83220,
82,16k/spkr43_69.wav,83220,
83,16k/spkr71_50.wav,83220,
84,16k/spkr43_29.wav,83220,
85,16k/spkr114_19.wav,81920,
86,16k/spkr14_33.wav,81920,
87,16k/spkr55_71.wav,81734,
88,16k/spkr43_56.wav,81734,
89,16k/spkr83_46.wav,81734,
90,16k/spkr69_50.wav,81734,
91,16k/spkr71_72.wav,81734,
92,16k/spkr43_38.wav,81734,
93,16k/spkr61_34.wav,81734,
94,16k/spkr60_2.wav,80555,
95,16k/spkr70_19.wav,80555,
96,16k/spkr56_33.wav,80555,
97,16k/spkr52_50.wav,80555,
98,16k/spkr18_20.wav,80555,
99,16k/spkr114_11.wav,80555,
100,16k/spkr14_12.wav,80555,
101,16k/spkr30_2.wav,80248,
102,16k/spkr41_19.wav,80248,
103,16k/spkr43_12.wav,80248,
104,16k/spkr41_64.wav,80248,
105,16k/spkr41_50.wav,80248,
106,16k/spkr71_55.wav,80248,
107,16k/spkr83_19.wav,80248,
108,16k/spkr83_18.wav,80248,
109,16k/spkr43_43.wav,80248,
110,16k/spkr43_52.wav,80248,
111,16k/spkr95_50.wav,79189,
112,16k/spkr114_12.wav,79189,
113,16k/spkr56_2.wav,79189,
114,16k/spkr18_2.wav,79189,
115,16k/spkr43_70.wav,78762,
116,16k/spkr69_21.wav,78762,
117,16k/spkr43_75.wav,78762,
118,16k/spkr83_21.wav,78762,
119,16k/spkr71_36.wav,78762,
120,16k/spkr43_1.wav,78762,
121,16k/spkr43_60.wav,78762,
122,16k/spkr114_74.wav,77824,
123,16k/spkr105_22.wav,77824,
124,16k/spkr52_26.wav,77824,
125,16k/spkr14_34.wav,77824,
126,16k/spkr14_38.wav,77824,
127,16k/spkr25_22.wav,77824,
128,16k/spkr18_60.wav,77824,
129,16k/spkr52_44.wav,77824,
130,16k/spkr56_53.wav,77824,
131,16k/spkr22_50.wav,77824,
132,16k/spkr42_38.wav,77276,
133,16k/spkr46_50.wav,77276,
134,16k/spkr43_8.wav,77276,
135,16k/spkr69_22.wav,77276,
136,16k/spkr41_70.wav,77276,
137,16k/spkr83_53.wav,77276,
138,16k/spkr25_50.wav,76459,
139,16k/spkr114_58.wav,76459,
140,16k/spkr17_58.wav,76459,
141,16k/spkr18_12.wav,76459,
142,16k/spkr14_44.wav,76459,
143,16k/spkr52_19.wav,76459,
144,16k/spkr56_50.wav,76459,
145,16k/spkr52_10.wav,76459,
146,16k/spkr14_60.wav,76459,
147,16k/spkr17_21.wav,76459,
148,16k/spkr70_15.wav,76459,
149,16k/spkr114_36.wav,76459,
150,16k/spkr52_67.wav,76459,
151,16k/spkr56_61.wav,76459,
152,16k/spkr55_64.wav,75790,
153,16k/spkr43_11.wav,75790,
154,16k/spkr61_21.wav,75790,
155,16k/spkr33_19.wav,75790,
156,16k/spkr41_36.wav,75790,
157,16k/spkr55_73.wav,75790,
158,16k/spkr41_65.wav,75790,
159,16k/spkr41_55.wav,75790,
160,16k/spkr55_20.wav,75790,
161,16k/spkr70_28.wav,75093,
162,16k/spkr68_34.wav,75093,
163,16k/spkr68_50.wav,75093,
164,16k/spkr112_34.wav,75093,
165,16k/spkr18_24.wav,75093,
166,16k/spkr55_57.wav,74304,
167,16k/spkr55_19.wav,74304,
168,16k/spkr41_26.wav,74304,
169,16k/spkr43_51.wav,74304,
170,16k/spkr41_67.wav,74304,
171,16k/spkr83_20.wav,74304,
172,16k/spkr89_19.wav,74304,
